ISO3 Code,Year,Gender,Gender Population,Gender % Population,Median Daily Gender Income €,% of Gender Population under Poverty Line
DNK,2007,Male,2703768,0.49506524959042,45.691042713704,8.96
DNK,2008,Male,2721498,0.49539253780869,45.939492439418,8.97
DNK,2009,Male,2737791,0.49569886405594,46.48375040115,9.50
DNK,2010,Male,2749702,0.4956487551895,47.879937420253,9.47
DNK,2011,Male,2761511,0.49573213672988,46.555617527173,9.27
DNK,2012,Male,2772257,0.49579214538584,46.223764945564,9.27
DNK,2013,Male,2784954,0.49599081002701,46.981361585954,9.65
DNK,2014,Male,2800337,0.49620799557865,47.237749349936,9.40
DNK,2015,Male,2822818,0.49667059207045,47.653952861578,9.16
DNK,2016,Male,2848209,0.49724236764775,49.363450916908,9.50
DNK,2017,Male,2868243,0.49752877529085,48.829656594891,9.74
DNK,2018,Male,2882665,0.4975572503239,50.41002534773,9.58
DNK,2019,Male,2893223,0.4975943325627,49.906616316376,9.27
DJI,2002,Male,,,,0.00
DJI,2012,Male,,,,0.00
DJI,2013,Male,,,,0.00
DJI,2017,Male,,,,0.00
DOM,2000,Male,,,,18.70
DOM,2001,Male,,,,18.40
DOM,2002,Male,,,,19.06
DOM,2003,Male,,,,18.29
DOM,2004,Male,,,,18.40
DOM,2005,Male,,,,18.27
DOM,2006,Male,,,,18.57
DOM,2007,Male,,,,17.88
DOM,2008,Male,,,,17.79
DOM,2009,Male,,,,17.82
DOM,2010,Male,,,,17.91
DOM,2011,Male,,,,17.05
DOM,2012,Male,,,,17.08
DOM,2013,Male,,,,17.21
DOM,2014,Male,,,,17.14
DOM,2015,Male,,,,17.17
DOM,2016,Male,,,,17.52
DOM,2017,Male,,,,15.70
DOM,2018,Male,,,,15.64
DOM,2019,Male,,,,15.75
DOM,2020,Male,,,,15.28
ECU,2000,Male,,,,19.87
ECU,2003,Male,,,,19.67
ECU,2004,Male,,,,19.61
ECU,2005,Male,,,,21.88
ECU,2006,Male,,,,18.82
ECU,2007,Male,,,,18.74
ECU,2008,Male,,,,19.07
ECU,2009,Male,,,,18.17
ECU,2010,Male,,,,18.28
ECU,2011,Male,,,,18.01
ECU,2012,Male,,,,18.77
ECU,2013,Male,,,,17.99
ECU,2014,Male,,,,17.35
ECU,2015,Male,,,,17.71
ECU,2016,Male,,,,17.34
ECU,2017,Male,,,,17.69
ECU,2018,Male,,,,17.81
ECU,2019,Male,,,,18.33
ECU,2020,Male,,,,18.29
SLV,2000,Male,,,,22.18
SLV,2001,Male,,,,22.55
SLV,2002,Male,,,,22.39
SLV,2003,Male,,,,22.20
SLV,2004,Male,,,,18.67
SLV,2005,Male,,,,18.86
SLV,2006,Male,,,,17.42
SLV,2007,Male,,,,16.59
SLV,2008,Male,,,,17.41
SLV,2009,Male,,,,17.38
SLV,2010,Male,,,,17.33
SLV,2011,Male,,,,16.37
SLV,2012,Male,,,,16.27
SLV,2013,Male,,,,16.43
SLV,2014,Male,,,,16.18
SLV,2015,Male,,,,15.84
SLV,2016,Male,,,,16.38
SLV,2017,Male,,,,15.83
SLV,2018,Male,,,,16.16
SLV,2019,Male,,,,15.78
EST,2003,Male,637909,0.46538296526298,,0.00
EST,2004,Male,633729,0.46510521500457,13.196059773166,16.29
EST,2005,Male,629815,0.46488574897892,15.196804299028,15.86
EST,2006,Male,626121,0.46489227807803,17.834873976413,15.62
EST,2007,Male,623218,0.46485270902213,20.854224482164,15.53
EST,2008,Male,621422,0.46475747885598,21.206491582701,15.66
EST,2009,Male,620750,0.46515040352164,19.999158174281,15.80
EST,2010,Male,619954,0.46561513249181,19.077887564027,16.56
EST,2011,Male,618664,0.4660589925244,18.959883592229,15.99
EST,2012,Male,616962,0.46644285426462,20.435222879239,15.75
EST,2013,Male,615150,0.46673165809961,21.31474530466,16.05
EST,2014,Male,614323,0.46732795316073,23.066843715695,16.05
EST,2015,Male,614955,0.46750173020907,25.047949946339,16.03
EST,2016,Male,616635,0.46864304256108,27.710082093541,15.88
EST,2017,Male,618358,0.46938398567992,29.838377704173,15.92
EST,2018,Male,622423,0.4708274298346,31.295831170056,16.12
EST,2019,Male,626616,0.47224151205447,32.475999745954,15.63
ETH,2004,Male,,,,0.00
ETH,2010,Male,,,,0.00
